Report,District Name,RCDTS,Participating?,NCESID,ROE_x,Type,School Name,City,County,District Type,District Size,School Type_x,Grades Served,Avg Class Size - All Grades,Summative Designation,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,% 8th Grade Passing Algebra 1,Student Attendance Rate,Student Mobility Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,High School 4-Year Graduation Rate - Total,Avg Class Size - All Grades.1,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Total Teacher FTE,Avg Teaching Exp,% Novice Teachers,Teacher Retention Rate,Teacher Attendace Rate,Teacher Evaluation Rate,Principal Turnover within 6 Years,Teacher Avg Salary,Admin Avg Salary,Five Essential Survey Effective Leaders,Five Essential Survey Leaders Level,Five Essential Survey Collaborative Teachers,Five Essential Survey Collaborative Teachers Level,Five Essential Survey Involved Families,Five Essential Survey Involved Families Level,Five Essential Survey Supportive Environment,Five Essential Survey Supportive Environment Level,Five Essential Survey Ambitious Instruction,Five Essential Survey Ambitious Instruction Level,Climate Survey Student Response Rate,Climate Survey Teacher Response Rate,# ELA Proficiency,# ELA Student Participation,# Math Proficiency,# Math Participation Total Student,ELA Growth Percentile - Total,Math Growth Percentile,# Science Proficiency,# Science Student Participation,% Science Proficiency,# 9th Grade on Track,% 9th Grade on Track,Chronic Absenteeism,# Students with Discipline Incidents,# Discipline Incidents,# Discipline Incidents - Expulsion: Received Educational Srvcs,# Discipline Incidents - Expulsion: Did not Receive Educational Srvcs,# Discipline Incidents - In-school Suspension,# Discipline Incidents - Out-of-School Suspension,# Discipline Incidents - Removal,key,School EntityID,School Type_y,#Dist Entity ID,ISBE Region,ROE Area,CohortYear,Tier,ROE Name,school_id,student_response_rate,teacher_response_rate,student_n,teacher_n,cdis1,colb,colr,inf3,innv,ins3,pgmc,pnfl,prt4,prti,qpd2,refd,scmt,sdis,socz,trpa,trpr,trte,tsaf,uexp,acno,clar,engg,engl,futr,humr,math,peer,perc,pres,prs2,rigr,safe1,scie,slap,stdy,trts,leaders,teachers,families,environment,instruction,5essentials_overall_score,net5e,State Name [Public School] Latest available year,School Name [Public School] 2021-22,StateID,ParticipatingSchools,Agency Name [Public School] 2021-22,Agency ID - NCES Assigned [Public School] Latest available year,Locale [Public School] 2021-22,Locale,FRL_percent,Female_percent,American Indian/Alaska Native Students [Public School] 2021-22,Asian or Asian/Pacific Islander Students [Public School] 2021-22,Hispanic Students [Public School] 2021-22,Black or African American Students [Public School] 2021-22,White Students [Public School] 2021-22,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22,Two or More Races Students [Public School] 2021-22,Pupil/Teacher Ratio [Public School] 2021-22,School size,Title I School Status [Public School] 2021-22,State School ID [Public School] 2021-22,State Agency ID [Public School] 2021-22,National School Lunch Program [Public School] 2021-22,Free and Reduced Lunch Students [Public School] 2021-22,Male Students [Public School] 2021-22,Female Students [Public School] 2021-22,American Indian/Alaska Native Students [Public School] 2021-22.1,Asian or Asian/Pacific Islander Students [Public School] 2021-22.1,Hispanic Students [Public School] 2021-22.1,Black or African American Students [Public School] 2021-22.1,White Students [Public School] 2021-22.1,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22.1,Two or More Races Students [Public School] 2021-22.1,Total Race/Ethnicity [Public School] 2021-22,teacher_count,Pupil/Teacher Ratio [Public School] 2021-22.1,School Level (SY 2017-18 onward) [Public School] 2021-22,Lowest Grade Offered [Public School] 2021-22,Highest Grade Offered [Public School] 2021-22,ROE_y,ROE_AREA,ROE_AREA_Name
Beverly Manor Elementary School- District 50 Schools,District 50 Schools,5.30901E+14,,1.74101E+11,53,School,Beverly Manor Elementary School,Washington,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,8-Apr,,Commendable,336,87.8,,4.8,,,,5.1,21.7,19.9,,54.5,3.6,0,93.2,8.6,37,10.3,,,,4,,,,,84,,,2,,,42,3,38,2,37,2,32,2,28,2,99.7,81.3,45,333,42,331,39.1,43.2,59,132,45,,,19.3,34,51,,,15,36,,,,,,,,,,,2309,99.7,81.3,322,32,17,56,28,34,1,37,54,37,36,8,34,17,29,18,99,38,43,45,9,,42,1,37,35,,39,38,1,41,21,1,3,13,30,,16,31,42,38,37,32,28,1,-4,Illinois,Beverly Manor Elementary School,5.30901E+14,0,District 50 Schools,1741010,21-Suburb: Large,2,0.557228916,0.442771084,,0.006024096,0.063253012,0.021084337,0.858433735,,0.051204819,11.92,332,5-Title I schoolwide school,IL-53-090-0500-02-5309005002002,IL-53-090-0500-02,No,185,185,147,–,2,21,7,285,–,17,332,27.86,11.92,Middle,4th Grade,8th Grade,53,3,West Central
Central Intermediate Sch- Central SD 51,Central SD 51,5.30901E+14,,1.70915E+11,53,School,Central Intermediate Sch,Washington,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,8-Apr,,Exemplary,739,91.5,,3.8,1.4,,,2.7,13.8,8.1,,10.8,,15.9,95.7,2.4,13,1.7,,,24.5,5,,,,,79.4,,,2,,,42,3,48,3,75,4,71,4,76,4,99.2,90,538,721,448,721,59.5,55.2,258,300,86,,,6.3,17,18,,,4,14,,,,,,,,,,,1948,99.2,90,741,60,79,49,59,39,37,41,37,64,72,70,34,52,40,63,85,89,50,60,66,,84,49,83,65,,84,76,39,79,99,33,54,51,41,,76,71,42,48,75,71,76,5,3,Illinois,Central Intermediate Sch,5.30901E+14,0,Central SD 51,1709150,21-Suburb: Large,2,0.083228247,0.557377049,0.001261034,0.015132409,0.042875158,0.00630517,0.904161412,,0.030264817,18.52,793,1-Title I targeted assistance eligible school-No program,IL-53-090-0510-02-5309005102001,IL-53-090-0510-02,No,66,351,442,1,12,34,5,717,–,24,793,42.83,18.52,Middle,4th Grade,8th Grade,53,3,West Central
Central Primary Sch- Central SD 51,Central SD 51,5.30901E+14,,1.70915E+11,53,School,Central Primary Sch,Washington,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 3,,Exemplary,534,88.8,,3.7,,,,5.2,20.4,16.9,,14.6,,,95.2,3.4,,,,,22.7,5,,,,,86.9,,,3,,,35,2,13,1,64,4,,0,,0,0,73.7,64,154,87,153,,,,,,,,6.4,1,2,,,1,1,,,,,,,,,,,1949,0,73.7,0,57,59,1,1,30,4,32,35,40,78,85,29,18,19,37,61,74,42,17,37,,,,,,,,,,,,,,,,,,,35,13,64,,,2,-1,Illinois,Central Primary Sch,5.30901E+14,0,Central SD 51,1709150,21-Suburb: Large,2,0.133802817,0.473591549,0.001760563,0.007042254,0.040492958,0.014084507,0.88556338,,0.051056338,16.56,568,2-Title I targeted assistance school,IL-53-090-0510-02-5309005102004,IL-53-090-0510-02,No,76,299,269,1,4,23,8,503,–,29,568,34.3,16.56,Elementary,Prekindergarten,3rd Grade,53,3,West Central
Washington Middle School- Washington SD 52,Washington SD 52,5.30901E+14,,1.74104E+11,53,School,Washington Middle School,Washington,Tazewell,ELEMENTARY,MEDIUM,MIDDLE SCHL,8-May,,Commendable,353,91.2,,2.8,,,,4,12.7,12.7,,22.1,,25.6,94.8,4.4,12,3.2,,,21.1,5,,,,,89,,,1,,,43,3,50,3,50,3,76,4,77,4,94.4,83.8,178,365,154,366,51.2,55.9,147,186,79,,,10.5,17,24,,,20,4,,,,,,,,,,,4648,94.4,83.8,359,37,74,19,59,51,30,32,56,51,46,60,43,5,61,53,99,54,31,67,51,,78,68,77,70,,85,99,42,90,87,48,53,54,66,,75,83,43,50,50,76,77,4,2,Illinois,Washington Middle School,5.30901E+14,0,Washington SD 52,1741040,21-Suburb: Large,2,0.237333333,0.490666667,,0.008,0.013333333,0.013333333,0.922666667,,0.042666667,13.79,375,2-Title I targeted assistance school,IL-53-090-0520-02-5309005201001,IL-53-090-0520-02,No,89,191,184,–,3,5,5,346,–,16,375,27.2,13.79,Middle,5th Grade,8th Grade,51,3,West Central
Lincoln Grade School- Washington SD 52,Washington SD 52,5.30901E+14,,1.74104E+11,53,School,Lincoln Grade School,Washington,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 4,,Commendable,473,90.1,2.5,3.8,,,,3,17.3,16.1,,30.7,,,94.3,2.9,,,,,19.9,5,,,,,84.1,,,2,,,49,3,46,3,70,4,65,4,45,3,92.7,85.4,72,194,62,194,44,42.2,,,,,,11.3,15,37,,,14,23,,,,,,,,,,,4647,92.7,85.4,82,48,17,36,35,45,54,49,42,68,79,41,40,25,53,41,99,62,58,64,6,,99,,67,35,,,43,,48,59,,49,45,,,68,69,49,46,70,65,45,4,2,Illinois,Lincoln Grade School,5.30901E+14,0,Washington SD 52,1741040,21-Suburb: Large,2,0.232323232,0.496969697,,0.006060606,0.028282828,0.022222222,0.911111111,,0.032323232,15.47,495,2-Title I targeted assistance school,IL-53-090-0520-02-5309005202002,IL-53-090-0520-02,No,115,249,246,–,3,14,11,451,–,16,495,32,15.47,Elementary,Prekindergarten,4th Grade,53,3,West Central
Parkview Jr High School- Creve Coeur SD 76,Creve Coeur SD 76,5.30901E+14,,1.71129E+11,53,School,Parkview Jr High School,Creve Coeur,Tazewell,ELEMENTARY,MEDIUM,MIDDLE SCHL,8-May,,Targeted,222,84.7,5,5,,,,5.4,23.9,23.9,,82,,0,91.4,7.9,38,16.4,,,17.7,5,,,,,81.8,,,3,,,37,2,8,1,15,1,29,2,35,2,95.9,91.7,32,217,14,217,33.7,41.7,34,105,32.4,,,32.3,10,19,Not Provided,1,2,16,,,,,,,,,,,2155,95.9,91.7,220,24,18,1,1,36,1,21,39,25,18,1,19,1,3,3,20,1,51,15,20,,22,1,21,53,,36,59,1,41,23,1,7,22,23,,10,30,37,8,15,29,35,1,-5,Illinois,Parkview Jr High School,5.30901E+14,0,Creve Coeur SD 76,1711290,41-Rural: Fringe,4,0.756756757,0.490990991,,0.009009009,0.031531532,0.045045045,0.86036036,0.004504505,0.04954955,11.68,222,5-Title I schoolwide school,IL-53-090-0760-02-5309007601005,IL-53-090-0760-02,No,168,113,109,–,2,7,10,191,1,11,222,19,11.68,Middle,6th Grade,8th Grade,12,6,Southeast
LaSalle Elementary School- Creve Coeur SD 76,Creve Coeur SD 76,5.30901E+14,,1.71129E+11,53,School,LaSalle Elementary School,Creve Coeur,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 4,,Comprehensive,250,84.8,5.2,,,,,6.8,21.2,21.2,,81.2,,,90.6,8.5,17,9.2,,,18.4,3,,,,,72.1,,,4,,,43,3,28,2,38,2,42,3,18,1,97.7,81.8,11,82,7,82,37.8,26.2,,,,,,39,12,27,,Not Provided,6,21,,,,,,,,,,,2154,97.7,81.8,44,33,22,31,11,41,9,37,41,50,40,30,44,29,29,1,50,24,51,23,7,,48,,32,1,,,22,,53,48,,21,30,,,13,38,43,28,38,42,18,1,-3,Illinois,LaSalle Elem School,5.30901E+14,0,Creve Coeur SD 76,1711290,21-Suburb: Large,2,0.789473684,0.481203008,,,0.026315789,0.063909774,0.898496241,,0.011278195,11.84,266,5-Title I schoolwide school,IL-53-090-0760-02-5309007602004,IL-53-090-0760-02,No,210,138,128,–,–,7,17,239,–,3,266,22.46,11.84,Elementary,Prekindergarten,4th Grade,53,3,West Central
Robein Elementary School- Robein SD 85,Robein SD 85,5.30901E+14,,1.73417E+11,53,School,Robein Elementary School,East Peoria,Tazewell,ELEMENTARY,SMALL,ELEMENTARY,K - 8,,Commendable,155,87.1,,,,,,,31,24.5,,45.8,,5.9,93.9,,,,,,14,3.8,,,,,100,,,1,,,58,3,54,3,40,3,45,3,32,2,91.4,56.5,48,110,16,110,53.2,38.9,27,37,73,,,16.9,3,5,,,5,,,,,,,,,,,,4049,91.4,56.5,81,23,93,46,57,49,49,49,74,42,44,46,39,20,63,37,92,34,59,65,70,,42,37,57,39,,68,33,33,45,17,1,33,47,39,,31,47,58,54,40,45,32,2,-1,Illinois,Robein Elem School,5.30901E+14,0,Robein SD 85,1734170,21-Suburb: Large,2,0.434210526,0.513157895,,0.006578947,0.052631579,0.032894737,0.868421053,,0.039473684,10.45,152,6-Not a Title I school,IL-53-090-0850-02-5309008502001,IL-53-090-0850-02,No,66,74,78,–,1,8,5,132,–,6,152,14.54,10.45,Elementary,Kindergarten,8th Grade,53,3,West Central
Central Jr High School- East Peoria SD 86,East Peoria SD 86,5.30901E+14,,1.71324E+11,53,School,Central Jr High School,East Peoria,Tazewell,ELEMENTARY,MEDIUM,MIDDLE SCHL,8-Jun,,Commendable,461,81.8,4.3,5,,,,7.2,25.2,19.1,,53.8,,26.6,90.9,11.7,68,14.2,,,18.5,5,,,,,91.7,,,3,,,23,2,21,2,25,2,48,3,61,4,96.1,92.7,103,437,81,434,43.9,46.8,80,146,55.6,,,31,75,205,1,,126,78,,,,,,,,,,,2400,96.1,92.7,439,55,34,26,20,43,5,6,35,26,29,18,25,10,2,22,85,19,8,33,7,,62,50,61,62,,66,95,40,64,63,23,31,24,59,,44,43,23,21,25,48,61,2,-2,Illinois,Central Jr High School,5.30901E+14,0,East Peoria SD 86,1713240,21-Suburb: Large,2,0.526427061,0.486257928,,0.002114165,0.057082452,0.031712474,0.820295983,0.00422833,0.084566596,11.65,473,5-Title I schoolwide school,IL-53-090-0860-02-5309008601011,IL-53-090-0860-02,No,249,243,230,–,1,27,15,388,2,40,473,40.6,11.65,Middle,7th Grade,8th Grade,21,6,Southeast
Armstrong-Oakview Elementary School- East Peoria SD 86,East Peoria SD 86,5.30901E+14,,1.71324E+11,53,School,Armstrong-Oakview Elementary School,East Peoria,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,K - 2,,Commendable,161,86.3,,,,,,,26.1,23,,39.8,,,91.9,14,,,,,18.6,5,,,,,77.1,,,2,,,21,2,9,1,38,2,,0,,0,0,84.2,,,,,,,,,,,,26.7,5,9,,,4,5,,,,,,,,,,,2399,0,84.2,0,19,1,1,12,32,15,1,32,30,62,35,11,20,1,15,65,22,18,22,1,,,,,,,,,,,,,,,,,,,21,9,38,,,1,-3,Illinois,Armstrong-Oakview Elem School,5.30901E+14,0,East Peoria SD 86,1713240,21-Suburb: Large,2,0.304597701,0.482758621,0.005747126,,0.017241379,0.051724138,0.890804598,,0.034482759,12.58,174,2-Title I targeted assistance school,IL-53-090-0860-02-5309008602001,IL-53-090-0860-02,No,53,90,84,1,–,3,9,155,–,6,174,13.83,12.58,Elementary,Prekindergarten,2nd Grade,53,3,West Central
P L Bolin Elementary School- East Peoria SD 86,East Peoria SD 86,5.30901E+14,,1.71324E+11,53,School,P L Bolin Elementary School,East Peoria,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,5-Mar,,Commendable,123,81.3,,,,,,,31.7,26.8,,39.8,,,93.3,9.2,,,,,21.3,5,,,,,83.3,,,2,,,46,3,35,2,39,2,54,3,70,4,99.9,78.6,40,140,52,140,42.2,49.6,24,46,53.3,,,22.2,10,16,,,5,11,,,,,,,,,,,2404,99.9,78.6,78,14,73,,30,42,20,35,68,43,,51,45,18,27,57,88,34,40,38,25,,64,,62,81,,,89,,47,53,,81,46,,,66,60,46,35,39,54,70,2,-1,Illinois,P L Bolin Elem School,5.30901E+14,0,East Peoria SD 86,1713240,21-Suburb: Large,2,0.331081081,0.513513514,,0.013513514,0.047297297,0.081081081,0.817567568,,0.040540541,13.78,148,5-Title I schoolwide school,IL-53-090-0860-02-5309008602002,IL-53-090-0860-02,No,49,72,76,–,2,7,12,121,–,6,148,10.74,13.78,Elementary,3rd Grade,5th Grade,53,3,West Central
Glendale Elementary School- East Peoria SD 86,East Peoria SD 86,5.30901E+14,,1.71324E+11,53,School,Glendale Elementary School,East Peoria,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 5,,Commendable,241,88.4,,4.1,,,,,44,39.4,,59.8,,,92.5,6.4,,,,,21.7,5,,,,,95.2,,,2,,,61,4,61,4,52,3,48,3,40,3,75,65.6,35,151,41,152,40.6,42.1,21,43,48.8,,,27.7,6,10,,,3,7,,,,,,,,,,,2402,75,65.6,112,32,36,46,63,42,56,70,63,70,43,19,51,54,66,1,97,44,69,79,34,,39,,55,47,,,55,,52,57,,62,42,,,79,60,61,61,52,48,40,4,2,Illinois,Glendale Elem School,5.30901E+14,0,East Peoria SD 86,1713240,21-Suburb: Large,2,0.525974026,0.331168831,0.006493506,0.006493506,0.025974026,0.006493506,0.902597403,,0.051948052,9.21,154,5-Title I schoolwide school,IL-53-090-0860-02-5309008602003,IL-53-090-0860-02,No,81,103,51,1,1,4,1,139,–,8,154,16.73,9.21,Elementary,3rd Grade,5th Grade,53,3,West Central
Lincoln Elementary School- East Peoria SD 86,East Peoria SD 86,5.30901E+14,,1.71324E+11,53,School,Lincoln Elementary School,East Peoria,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,5-Mar,,Commendable,137,79.6,,8.8,,,,,25.5,23.4,,56.2,,,93,13.9,,,,,20.4,5,,,,,82.8,,,3,,,,0,,0,,0,63,4,42,3,96,53.9,34,142,27,141,49.9,44.2,31,48,64.6,,,25.2,8,15,,,7,8,,,,,,,,,,,2403,96,53.9,99,13,,,,,,,,,,,,,,,,,,,,,85,,65,53,,,32,,44,41,,36,56,,,73,67,,,,63,42,4,1,Illinois,Lincoln Elem School,5.30901E+14,0,East Peoria SD 86,1713240,21-Suburb: Large,2,0.5,0.506756757,,,0.067567568,0.040540541,0.817567568,,0.074324324,13.06,148,5-Title I schoolwide school,IL-53-090-0860-02-5309008602005,IL-53-090-0860-02,No,74,73,75,–,–,10,6,121,–,11,148,11.33,13.06,Elementary,3rd Grade,4th Grade,17,4,East Central
Don D Shute Elementary School- East Peoria SD 86,East Peoria SD 86,5.30901E+14,,1.71324E+11,53,School,Don D Shute Elementary School,East Peoria,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,K - 2,,Commendable,164,70.1,,7.9,,,,13.4,23.8,22,6.1,68.9,,,92.5,14.3,,,,,20.3,5,,,,,76.3,,,2,,,,0,,0,,0,,0,,0,0,47.6,,,,,,,,,,,,27.2,4,6,,,1,5,,,,,,,,,,,2401,0,47.6,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Illinois,Don D Shute Elem School,5.30901E+14,0,East Peoria SD 86,1713240,21-Suburb: Large,2,0.594405594,0.475524476,,0.006993007,0.076923077,0.062937063,0.748251748,,0.104895105,10.97,143,5-Title I schoolwide school,IL-53-090-0860-02-5309008602008,IL-53-090-0860-02,No,85,75,68,–,1,11,9,107,–,15,143,13.04,10.97,Elementary,Kindergarten,2nd Grade,53,3,West Central
Woodrow Wilson Elementary School- East Peoria SD 86,East Peoria SD 86,5.30901E+14,,1.71324E+11,53,School,Woodrow Wilson Elementary School,East Peoria,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,K - 2,,Commendable,147,87.8,,,,,,,23.1,21.1,,57.1,,,92,10.8,,,,,21.5,5,,,,,91.9,,,1,,,43,3,40,3,46,3,,0,,0,0,64.7,,,,,,,,,,,,25.9,1,1,,,,1,,,,,,,,,,,2405,0,64.7,0,17,32,1,82,39,48,29,51,44,54,29,41,16,36,19,80,40,52,38,13,,,,,,,,,,,,,,,,,,,43,40,46,,,3,0,Illinois,Woodrow Wilson Elem School,5.30901E+14,0,East Peoria SD 86,1713240,21-Suburb: Large,2,0.494117647,0.452941176,,0.005882353,0.035294118,0.041176471,0.870588235,,0.047058824,12.47,170,5-Title I schoolwide school,IL-53-090-0860-02-5309008602010,IL-53-090-0860-02,No,84,93,77,–,1,6,7,148,–,8,170,13.63,12.47,Elementary,Kindergarten,2nd Grade,53,3,West Central
Rankin Elementary School- Rankin CSD 98,Rankin CSD 98,5.30901E+14,,1.73312E+11,53,School,Rankin Elementary School,Pekin,Tazewell,ELEMENTARY,SMALL,ELEMENTARY,K - 8,,Exemplary,212,91.5,,,,,,,18.9,16.5,,30.2,,0,94.4,7.6,10,5.2,,,18.4,5,,,,,90.2,,,1,,,60,4,54,3,59,3,53,3,51,3,99.9,93.3,71,143,31,143,64.7,52.1,18,40,45,,,13.3,20,36,,,31,5,,,,,,,,,,,3984,99.9,93.3,134,30,62,15,59,44,59,58,80,46,68,43,49,38,69,49,99,62,58,76,52,,66,28,59,62,,76,34,64,39,60,37,27,61,34,,60,45,60,54,59,53,51,4,1,Illinois,Rankin Elem School,5.30901E+14,0,Rankin CSD 98,1733120,41-Rural: Fringe,4,0.256410256,0.487179487,,0.01025641,0.025641026,0.025641026,0.892307692,,0.046153846,10.05,195,5-Title I schoolwide school,IL-53-090-0980-02-5309009802001,IL-53-090-0980-02,No,50,100,95,–,2,5,5,174,–,9,195,19.4,10.05,Elementary,Kindergarten,8th Grade,53,3,West Central
Marquette Elementary School- N Pekin & Marquette Hght SD 102,N Pekin & Marquette Hght SD 102,5.30901E+14,,1.72892E+11,53,School,Marquette Elementary School,Marquette Heights,Tazewell,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 3,,Commendable,211,87.2,,,,,,10,20.9,18.5,,46.4,,,94.7,6.7,,,,,18.3,2.7,,,,,92.3,,,1,,,60,4,59,3,54,3,,0,,0,0,69.6,14,43,13,43,,,,,,,,10.1,,,,,,,,,,,,,,,,,3473,0,69.6,0,23,55,7,78,52,51,56,67,60,62,48,69,35,70,28,92,40,66,72,42,,,,,,,,,,,,,,,,,,,60,59,54,,,4,1,Illinois,Marquette Elem School,5.30901E+14,0,N Pekin & Marquette Hght SD 102,1728920,21-Suburb: Large,2,0.431818182,0.468181818,,,0.027272727,0.004545455,0.890909091,,0.077272727,15.17,220,5-Title I schoolwide school,IL-53-090-1020-02-5309010202002,IL-53-090-1020-02,No,95,117,103,–,–,6,1,196,–,17,220,14.5,15.17,Elementary,Prekindergarten,8th Grade,53,3,West Central
Georgetown Middle School- N Pekin & Marquette Hght SD 102,N Pekin & Marquette Hght SD 102,5.30901E+14,,1.72892E+11,53,School,Georgetown Middle School,Marquette Hts,Tazewell,ELEMENTARY,MEDIUM,MIDDLE SCHL,8-Apr,,Commendable,217,88.9,,,,,,7.8,19.4,12.4,,49.3,,0,92.8,10.6,14,5.8,,,18.3,5,,,,,88.2,,,1,,,46,3,42,3,43,3,66,4,65,4,85.7,84.6,66,231,51,231,46.1,56.4,47,79,59.5,,,27.2,4,6,,,3,3,,,,,,,,,,,3472,85.7,84.6,217,26,48,26,49,46,17,39,55,45,43,42,37,22,40,53,71,42,42,57,50,,72,46,82,59,,75,61,23,76,87,19,48,36,58,,68,78,46,42,43,66,65,4,2,Illinois,Georgetown Middle School,5.30901E+14,0,N Pekin & Marquette Hght SD 102,1728920,21-Suburb: Large,2,0.461538462,0.525641026,,0.017094017,0.025641026,0.004273504,0.88034188,,0.072649573,13.37,234,–,IL-53-090-1020-02-5309010202003,IL-53-090-1020-02,No,108,111,123,–,4,6,1,206,–,17,234,17.5,13.37,Middle,4th Grade,8th Grade,53,3,West Central
Edison Junior High School- Pekin PSD 108,Pekin PSD 108,5.30901E+14,5.30901E+14,1.73108E+11,53,School,Edison Junior High School,Pekin,Tazewell,ELEMENTARY,LARGE,MIDDLE SCHL,8-Jul,,Comprehensive,308,89.6,,3.9,,,,5.2,18.8,18.8,,53.9,,0,89.2,13.8,45,13.6,,,21.9,5,,,,,92.3,,,1,,,60,4,60,4,33,2,42,3,53,3,94.1,90.9,103,307,40,306,48.4,42.5,73,135,54.1,,,41.9,67,140,,,1,139,,Edison Junior High School- Pekin PSD 108,10163,Middle/Jr. High,10162,53,3,2023,TComp,West Central,3790,94.1,90.9,306,33,52,50,61,53,34,60,64,29,31,23,67,28,67,31,99,39,62,55,41,,27,51,51,51,,52,89,23,49,42,33,27,32,43,,38,61,60,60,33,42,53,4,1,Illinois,Edison Junior High School,5.30901E+14,1,Pekin PSD 108,1731080,21-Suburb: Large,2,0.520588235,0.455882353,,0.002941176,0.020588235,0.008823529,0.905882353,,0.061764706,13.36,340,5-Title I schoolwide school,IL-53-090-1080-02-5309010801002,IL-53-090-1080-02,No,177,185,155,–,1,7,3,308,–,21,340,25.45,13.36,Middle,7th Grade,8th Grade,53,3,West Central
Broadmoor Junior High School- Pekin PSD 108,Pekin PSD 108,5.30901E+14,,1.73108E+11,53,School,Broadmoor Junior High School,Pekin,Tazewell,ELEMENTARY,LARGE,MIDDLE SCHL,8-Jul,,Commendable,352,88.4,,4.5,,,,4,25.9,18.5,,61.9,,0,91.3,11,19,5,,,24.1,5,,,,,85.7,,,1,,,38,2,38,2,21,2,34,2,50,3,64.2,63.6,85,359,45,359,43.5,44.7,87,186,46.8,,,32.9,76,148,,,29,119,,,,,,,,,,,3787,64.2,63.6,352,33,33,41,22,46,1,25,32,17,36,1,53,4,27,13,83,10,48,47,24,,18,20,29,51,,55,93,8,37,44,23,24,30,55,,30,52,38,38,21,34,50,1,-4,Illinois,Broadmoor Junior High School,5.30901E+14,0,Pekin PSD 108,1731080,21-Suburb: Large,2,0.53038674,0.494475138,,0.008287293,0.022099448,0.013812155,0.917127072,,0.038674033,12.2,362,5-Title I schoolwide school,IL-53-090-1080-02-5309010801012,IL-53-090-1080-02,No,192,183,179,–,3,8,5,332,–,14,362,29.66,12.2,Middle,7th Grade,8th Grade,53,3,West Central
Jefferson Elementary School- Pekin PSD 108,Pekin PSD 108,5.30901E+14,,1.73108E+11,53,School,Jefferson Elementary School,Pekin,Tazewell,ELEMENTARY,LARGE,ELEMENTARY,K - 3,,Commendable,294,83,,7.5,,,,5.4,24.5,20.7,,77.6,,,91.2,14,18,7.1,,,23.9,4,,,,,90.2,,,2,,,45,3,31,2,27,2,,0,,0,0,92.6,19,91,15,91,,,,,,,,33.7,,,,,,,,,,,,,,,,,3791,0,92.6,0,27,15,27,10,42,24,36,43,27,45,1,55,21,33,1,96,10,59,29,1,,,,,,,,,,,,,,,,,,,45,31,27,,,2,-2,Illinois,Jefferson Elem School,5.30901E+14,0,Pekin PSD 108,1731080,21-Suburb: Large,2,0.659883721,0.476744186,0.002906977,0.00872093,0.037790698,0.00872093,0.889534884,,0.052325581,17.42,344,5-Title I schoolwide school,IL-53-090-1080-02-5309010802004,IL-53-090-1080-02,No,227,180,164,1,3,13,3,306,–,18,344,19.75,17.42,Elementary,Kindergarten,4th Grade,21,6,Southeast
C B Smith Elementary School- Pekin PSD 108,Pekin PSD 108,5.30901E+14,,1.73108E+11,53,School,C B Smith Elementary School,Pekin,Tazewell,ELEMENTARY,LARGE,ELEMENTARY,K - 3,,Commendable,281,91.5,,,,,,3.6,32.4,27.8,,71.9,,,92.1,14.2,,,,,23.5,4,,,,,90,,,1,,,36,2,21,2,25,2,,0,,0,0,56.7,14,79,17,79,,,,,,,,27.2,1,1,,,,1,,,,,,,,,,,3788,0,56.7,0,30,1,1,3,44,28,31,45,19,44,32,66,9,1,3,57,13,23,36,1,,,,,,,,,,,,,,,,,,,36,21,25,,,1,-3,Illinois,C B Smith Elem School,5.30901E+14,0,Pekin PSD 108,1731080,21-Suburb: Large,2,0.675471698,0.456603774,0.003773585,,0.045283019,0.018867925,0.898113208,,0.033962264,14.32,265,5-Title I schoolwide school,IL-53-090-1080-02-5309010802008,IL-53-090-1080-02,No,179,144,121,1,–,12,5,238,–,9,265,18.5,14.32,Elementary,Kindergarten,3rd Grade,53,3,West Central
